inchi	smiles
InChI=1S/C7H8O2/c1-2-5-6(9-5)7(3-1)4-8-7/h1-2,5-6H,3-4H2	C1OC11CC=CC2OC12
InChI=1S/C9H12/c1-2-4-6-9(5-3-1)7-8-9/h1-4H,5-8H2	C1CC11CC=CC=CC1
InChI=1S/C8H10O/c1-2-4-6-8(5-3-1)7-9-8/h1-4H,5-7H2	C1OC11CC=CC=CC1
InChI=1S/C9H12/c1-2-4-6-9(5-3-1)7-8-9/h1,3-4,6H,2,5,7-8H2	C1CC11CC=CCC=C1
InChI=1S/C7H9NO/c1-2-7(3-4-7)9-6-8-5-1/h1-2,6H,3-5H2	C1CC11C=CCN=CO1
InChI=1S/C8H11N/c1-2-4-6-8(5-3-1)7-9-8/h1,3-4,6,9H,2,5,7H2	C1NC11CC=CCC=C1
InChI=1S/C8H10O/c1-2-4-6-8(5-3-1)7-9-8/h1,3-4,6H,2,5,7H2	C1OC11CC=CCC=C1
InChI=1S/C9H14/c1-2-8(3-1)4-5-9(8)6-7-9/h1-7H2	C1CC11CCC11CCC1
InChI=1S/C8H12O/c1-2-7(1)3-4-8(7)5-6-9-8/h1-6H2	C1CC11CCC11CCO1
InChI=1S/C8H12O/c1-2-7(1)3-4-8(7)5-9-6-8/h1-6H2	C1CC11CCC11COC1
InChI=1S/C8H12O/c1-2-8(3-1)7(4-5-7)6-9-8/h1-6H2	C1CC11COC11CCC1
InChI=1S/C7H10O2/c1-2-6(1)3-9-7(6)4-8-5-7/h1-5H2	C1CC11COC11COC1
InChI=1S/C8H12O/c1-2-7(3-1)6-9-8(7)4-5-8/h1-6H2	C1CC11OCC11CCC1
InChI=1S/C7H10O2/c1-2-6(1)7(5-9-6)3-4-8-7/h1-5H2	C1CC11OCC11CCO1
InChI=1S/C7H10O2/c1-2-7(1)6(5-9-7)3-8-4-6/h1-5H2	C1CC11OCC11COC1
InChI=1S/C7H11NO/c1-2-7(3-4-9-7)6(1)5-8-6/h8H,1-5H2	C1NC11CCC11CCO1
InChI=1S/C7H11NO/c1-2-7(3-8-7)6(1)4-9-5-6/h8H,1-5H2	C1NC11CCC11COC1
InChI=1S/C6H10N2O/c1-5(7-1)2-8-6(5)3-9-4-6/h7-8H,1-4H2	C1NC11CNC11COC1
InChI=1S/C7H11NO/c1-2-7(3-1)6(4-8-6)5-9-7/h8H,1-5H2	C1NC11COC11CCC1
InChI=1S/C6H9NO2/c1-5(7-1)2-9-6(5)3-8-4-6/h7H,1-4H2	C1NC11COC11COC1
InChI=1S/C8H12O/c1-2-7(3-1)4-5-8(7)6-9-8/h1-6H2	C1OC11CCC11CCC1
InChI=1S/C7H10O2/c1-2-7(5-9-7)6(1)3-4-8-6/h1-5H2	C1OC11CCC11CCO1
InChI=1S/C7H10O2/c1-2-7(5-9-7)6(1)3-8-4-6/h1-5H2	C1OC11CCC11COC1
InChI=1S/C6H9NO2/c1-6(4-9-6)5(7-1)2-8-3-5/h7H,1-4H2	C1OC11CNC11COC1
InChI=1S/C7H10O2/c1-2-6(3-1)7(4-8-6)5-9-7/h1-5H2	C1OC11COC11CCC1
InChI=1S/C6H8O3/c1-5(2-7-1)6(3-8-5)4-9-6/h1-4H2	C1OC11COC11COC1
InChI=1S/C7H11NO/c1-2-7(1)3-6(4-8-6)5-9-7/h8H,1-5H2	C1CC11CC2(CN2)CO1
InChI=1S/C7H10O2/c1-2-6(1)3-7(4-8-6)5-9-7/h1-5H2	C1CC11CC2(CO2)CO1
InChI=1S/C9H14/c1-2-8(1)5-6-9(7-8)3-4-9/h1-7H2	C1CC11CCC2(CC2)C1
InChI=1S/C8H12O/c1-2-7(1)5-6-8(9-7)3-4-8/h1-6H2	C1CC11CCC2(CC2)O1
InChI=1S/C8H12O/c1-2-7(1)3-4-8(5-7)6-9-8/h1-6H2	C1CC11CCC2(CO2)C1
InChI=1S/C8H12O/c1-2-7(1)5-8(3-4-8)9-6-7/h1-6H2	C1CC11COC2(CC2)C1
InChI=1S/C7H10O2/c1-2-7(5-9-7)3-6(1)4-8-6/h1-5H2	C1OC11CCC2(CO2)C1
InChI=1S/C9H14/c1-2-9(3-4-9)8-5-7(1)6-8/h7-8H,1-6H2	C1CC11CCC2CC1C2
InChI=1S/C8H12O/c1-2-8(3-4-8)7-5-6(1)9-7/h6-7H,1-5H2	C1CC11CCC2CC1O2
InChI=1S/C8H12O/c1-2-8(1)5-9-7-3-6(8)4-7/h6-7H,1-5H2	C1CC11COC2CC1C2
InChI=1S/C7H11NO/c1-2-7(1)5-9-6-3-8(7)4-6/h6H,1-5H2	C1CC11COC2CN1C2
InChI=1S/C8H12O/c1-2-8(1)7-3-6(4-7)5-9-8/h6-7H,1-5H2	C1CC11OCC2CC1C2
InChI=1S/C7H10O2/c1-2-7(1)6-3-5(9-6)4-8-7/h5-6H,1-4H2	C1CC11OCC2CC1O2
InChI=1S/C7H11NO/c1-2-7(4-8-7)6-3-5(1)9-6/h5-6,8H,1-4H2	C1NC11CCC2CC1O2
InChI=1S/C7H11NO/c1-5-2-6(1)9-4-7(5)3-8-7/h5-6,8H,1-4H2	C1NC11COC2CC1C2
InChI=1S/C8H12O/c1-2-8(5-9-8)7-3-6(1)4-7/h6-7H,1-5H2	C1OC11CCC2CC1C2
InChI=1S/C7H10O2/c1-2-7(4-8-7)6-3-5(1)9-6/h5-6H,1-4H2	C1OC11CCC2CC1O2
InChI=1S/C7H10O2/c1-5-2-6(1)8-3-7(5)4-9-7/h5-6H,1-4H2	C1OC11COC2CC1C2
InChI=1S/C8H12O/c1-2-8(1)4-6-3-7(6)5-9-8/h6-7H,1-5H2	C1CC11CC2CC2CO1
InChI=1S/C7H11NO/c1-2-7(1)3-5-6(8-5)4-9-7/h5-6,8H,1-4H2	C1CC11CC2NC2CO1
InChI=1S/C7H10O2/c1-2-7(1)3-5-6(9-5)4-8-7/h5-6H,1-4H2	C1CC11CC2OC2CO1
InChI=1S/C9H14/c1-2-9(3-4-9)6-8-5-7(1)8/h7-8H,1-6H2	C1CC11CCC2CC2C1
InChI=1S/C8H12O/c1-2-8(3-4-8)9-7-5-6(1)7/h6-7H,1-5H2	C1CC11CCC2CC2O1
InChI=1S/C8H13N/c1-2-8(3-4-8)6-9-5-7(1)9/h7H,1-6H2	C1C2CCC3(CC3)CN12
InChI=1S/C8H12O/c1-2-8(3-4-8)5-7-6(1)9-7/h6-7H,1-5H2	C1CC11CCC2OC2C1
InChI=1S/C7H11NO/c1-2-7(1)5-8-3-6(8)4-9-7/h6H,1-5H2	C1CC11CN2CC2CO1
InChI=1S/C8H12O/c1-2-8(1)4-6-3-7(6)9-5-8/h6-7H,1-5H2	C1CC11COC2CC2C1
InChI=1S/C7H10O2/c1-2-7(1)4-8-5-3-6(5)9-7/h5-6H,1-4H2	C1CC11COC2CC2O1
InChI=1S/C7H12N2/c1-2-7(4-8-7)5-9-3-6(1)9/h6,8H,1-5H2	C1NC11CCC2CN2C1
InChI=1S/C7H11NO/c1-5-2-7(3-8-7)4-9-6(1)5/h5-6,8H,1-4H2	C1NC11COC2CC2C1
InChI=1S/C8H12O/c1-2-8(5-9-8)4-7-3-6(1)7/h6-7H,1-5H2	C1C2CCC3(CO3)CC12
InChI=1S/C7H11NO/c1-2-7(5-9-7)4-8-3-6(1)8/h6H,1-5H2	C1OC11CCC2CN2C1
InChI=1S/C7H10O2/c1-2-7(4-8-7)3-6-5(1)9-6/h5-6H,1-4H2	C1OC11CCC2OC2C1
InChI=1S/C7H10O2/c1-5-2-7(4-9-7)3-8-6(1)5/h5-6H,1-4H2	C1OC11COC2CC2C1
InChI=1S/C9H14/c1-2-8-7(1)3-4-9(8)5-6-9/h7-8H,1-6H2	C1CC11CCC2CCC12
InChI=1S/C8H12O/c1-2-8(3-4-8)7-6(1)5-9-7/h6-7H,1-5H2	C1CC11CCC2COC12
InChI=1S/C8H12O/c1-2-8(3-4-8)6-5-9-7(1)6/h6-7H,1-5H2	C1CC11CCC2OCC12
InChI=1S/C8H12O/c1-2-7-6(1)8(3-4-8)5-9-7/h6-7H,1-5H2	C1CC11COC2CCC12
InChI=1S/C7H10O2/c1-2-7(1)4-9-5-3-8-6(5)7/h5-6H,1-4H2	C1CC11COC2COC12
InChI=1S/C8H12O/c1-2-7-6(1)5-9-8(7)3-4-8/h6-7H,1-5H2	C1CC11OCC2CCC12
InChI=1S/C7H10O2/c1-2-7(1)6-5(3-8-6)4-9-7/h5-6H,1-4H2	C1CC11OCC2COC12
InChI=1S/C7H10O2/c1-2-7(1)5-3-8-6(5)4-9-7/h5-6H,1-4H2	C1CC11OCC2OCC12
InChI=1S/C7H11NO/c1-2-7(4-8-7)6-5(1)3-9-6/h5-6,8H,1-4H2	C1NC11CCC2COC12
InChI=1S/C7H11NO/c1-2-6-5(1)7(3-8-7)4-9-6/h5-6,8H,1-4H2	C1NC11COC2CCC12
InChI=1S/C6H9NO2/c1-4-5(8-1)6(2-7-6)3-9-4/h4-5,7H,1-3H2	C1NC11COC2COC12
InChI=1S/C8H12O/c1-2-7-6(1)3-4-8(7)5-9-8/h6-7H,1-5H2	C1OC11CCC2CCC12
InChI=1S/C7H10O2/c1-2-7(4-9-7)6-5(1)3-8-6/h5-6H,1-4H2	C1OC11CCC2COC12
InChI=1S/C7H10O2/c1-2-7(4-9-7)5-3-8-6(1)5/h5-6H,1-4H2	C1OC11CCC2OCC12
InChI=1S/C7H10O2/c1-2-6-5(1)7(3-8-6)4-9-7/h5-6H,1-4H2	C1OC11COC2CCC12
InChI=1S/C6H8O3/c1-4-5(7-1)6(2-8-4)3-9-6/h4-5H,1-3H2	C1OC11COC2COC12
InChI=1S/C9H12/c1-2-4-6-9(5-3-1)7-8-9/h1-3,5H,4,6-8H2	C1CC11CCC=CC=C1
InChI=1S/C8H10O/c1-2-4-8(5-6-8)9-7-3-1/h1-4H,5-7H2	C1CC11OCC=CC=C1
InChI=1S/C8H11N/c1-2-4-6-8(5-3-1)7-9-8/h1-3,5,9H,4,6-7H2	C1NC11CCC=CC=C1
InChI=1S/C8H10O/c1-2-4-6-8(5-3-1)7-9-8/h1-3,5H,4,6-7H2	C1OC11CCC=CC=C1
InChI=1S/C9H14/c1-2-4-6-9(5-3-1)7-8-9/h1-2H,3-8H2	C1CC11CCC=CCC1
InChI=1S/C8H12O/c1-2-4-8(5-6-8)9-7-3-1/h1,3H,2,4-7H2	C1CC11CCC=CCO1
InChI=1S/C7H11NO/c1-2-7(1)3-4-8-6-9-5-7/h6H,1-5H2	C1CC11CCN=COC1
InChI=1S/C6H10N2O/c1-2-7-5-9-4-6(1)3-8-6/h5,8H,1-4H2	C1NC11CCN=COC1
InChI=1S/C8H12O/c1-2-4-6-8(5-3-1)7-9-8/h1-2H,3-7H2	C1OC11CCC=CCC1
InChI=1S/C6H9NO2/c1-2-7-5-8-3-6(1)4-9-6/h5H,1-4H2	C1OC11CCN=COC1
InChI=1S/C9H14/c1-2-8(4-5-8)9(3-1)6-7-9/h1-7H2	C1CC11CCCC11CC1
InChI=1S/C8H12O/c1-2-7(4-5-7)8(3-1)6-9-8/h1-6H2	C1CC11CCCC11CO1
InChI=1S/C8H12O/c1-2-7(1)5-6-9-8(7)3-4-8/h1-6H2	C1CC11CCOC11CC1
InChI=1S/C8H12O/c1-2-7(1)5-9-6-8(7)3-4-8/h1-6H2	C1CC11COCC11CC1
InChI=1S/C7H11NO/c1-2-6(1)4-9-5-7(6)3-8-7/h8H,1-5H2	C1CC11COCC11CN1
InChI=1S/C7H10O2/c1-2-6(1)3-8-4-7(6)5-9-7/h1-5H2	C1CC11COCC11CO1
InChI=1S/C7H11NO/c1-2-7(1)6(5-8-6)3-4-9-7/h8H,1-5H2	C1CC11OCCC11CN1
InChI=1S/C7H10O2/c1-2-6(1)7(5-9-7)3-4-8-6/h1-5H2	C1CC11OCCC11CO1
InChI=1S/C7H10O2/c1-2-6(1)7(3-4-7)9-5-8-6/h1-5H2	C1CC11OCOC11CC1
InChI=1S/C7H12N2/c1-2-6(4-8-6)7(3-1)5-9-7/h8-9H,1-5H2	C1NC11CCCC11CN1
InChI=1S/C7H11NO/c1-2-6(4-8-6)7(3-1)5-9-7/h8H,1-5H2	C1NC11CCCC11CO1
InChI=1S/C6H10N2O/c1-5(7-1)3-9-4-6(5)2-8-6/h7-8H,1-4H2	C1NC11COCC11CN1
InChI=1S/C6H9NO2/c1-5(7-1)2-8-3-6(5)4-9-6/h7H,1-4H2	C1NC11COCC11CO1
InChI=1S/C7H10O2/c1-2-6(4-8-6)7(3-1)5-9-7/h1-5H2	C1OC11CCCC11CO1
InChI=1S/C6H8O3/c1-5(3-8-5)6(2-7-1)4-9-6/h1-4H2	C1OC11COCC11CO1
InChI=1S/C9H14/c1-2-7-6-8(7)9(3-1)4-5-9/h7-8H,1-6H2	C1CC11CCCC2CC12
InChI=1S/C8H12O/c1-2-6-7(9-6)8(3-1)4-5-8/h6-7H,1-5H2	C1CC11CCCC2OC12
InChI=1S/C8H13N/c1-2-8(3-4-8)7-6-9(7)5-1/h7H,1-6H2	C1C2N1CCCC21CC1
InChI=1S/C8H12O/c1-2-8(1)3-4-9-7-5-6(7)8/h6-7H,1-5H2	C1CC11CCOC2CC12
InChI=1S/C8H12O/c1-2-8(1)5-9-4-6-3-7(6)8/h6-7H,1-5H2	C1CC11COCC2CC12
InChI=1S/C7H11NO/c1-2-7(1)5-9-4-6-3-8(6)7/h6H,1-5H2	C1CC11COCC2CN12
InChI=1S/C7H11NO/c1-2-7(1)4-9-3-5-6(7)8-5/h5-6,8H,1-4H2	C1CC11COCC2NC12
InChI=1S/C7H10O2/c1-2-7(1)4-8-3-5-6(7)9-5/h5-6H,1-4H2	C1CC11COCC2OC12
InChI=1S/C8H12O/c1-4-9-8(2-3-8)7-5-6(1)7/h6-7H,1-5H2	C1CC11OCCC2CC12
InChI=1S/C7H11NO/c1-4-9-7(2-3-7)6-5(1)8-6/h5-6,8H,1-4H2	C1CC11OCCC2NC12
InChI=1S/C7H10O2/c1-4-8-7(2-3-7)6-5(1)9-6/h5-6H,1-4H2	C1CC11OCCC2OC12
InChI=1S/C7H11NO/c1-2-7(1)6-5-8(6)3-4-9-7/h6H,1-5H2	C1CC11OCCN2CC12
InChI=1S/C7H10O2/c1-2-7(1)5-3-6(5)8-4-9-7/h5-6H,1-4H2	C1CC11OCOC2CC12
InChI=1S/C7H12N2/c1-2-5-6(9-5)7(3-1)4-8-7/h5-6,8-9H,1-4H2	C1NC11CCCC2NC12
InChI=1S/C7H11NO/c1-2-5-6(9-5)7(3-1)4-8-7/h5-6,8H,1-4H2	C1NC11CCCC2OC12
InChI=1S/C7H12N2/c1-2-7(5-8-7)6-4-9(6)3-1/h6,8H,1-5H2	C1NC11CCCN2CC12
InChI=1S/C7H11NO/c1-5-2-9-4-7(3-8-7)6(1)5/h5-6,8H,1-4H2	C1NC11COCC2CC12
InChI=1S/C6H10N2O/c1-4-5(8-4)6(2-7-6)3-9-1/h4-5,7-8H,1-3H2	C1NC11COCC2NC12
InChI=1S/C6H9NO2/c1-4-5(9-4)6(2-7-6)3-8-1/h4-5,7H,1-3H2	C1NC11COCC2OC12
InChI=1S/C8H12O/c1-2-6-4-7(6)8(3-1)5-9-8/h6-7H,1-5H2	C1C2CCCC3(CO3)C12
InChI=1S/C7H11NO/c1-2-5-6(8-5)7(3-1)4-9-7/h5-6,8H,1-4H2	C1OC11CCCC2NC12
InChI=1S/C7H10O2/c1-2-5-6(9-5)7(3-1)4-8-7/h5-6H,1-4H2	C1OC11CCCC2OC12
InChI=1S/C7H11NO/c1-2-7(5-9-7)6-4-8(6)3-1/h6H,1-5H2	C1OC11CCCN2CC12
InChI=1S/C7H10O2/c1-2-8-6-3-5(6)7(1)4-9-7/h5-6H,1-4H2	C1OC11CCOC2CC12
InChI=1S/C7H10O2/c1-5-2-8-3-7(4-9-7)6(1)5/h5-6H,1-4H2	C1OC11COCC2CC12
InChI=1S/C6H9NO2/c1-4-5(7-4)6(2-8-1)3-9-6/h4-5,7H,1-3H2	C1OC11COCC2NC12
InChI=1S/C6H8O3/c1-4-5(9-4)6(2-7-1)3-8-6/h4-5H,1-3H2	C1OC11COCC2OC12
InChI=1S/C8H12O/c1-2-4-8(5-6-8)9-7-3-1/h1-2H,3-7H2	C1CC11CC=CCCO1
InChI=1S/C9H14/c1-2-4-6-9(5-3-1)7-8-9/h1,3H,2,4-8H2	C1CC11CCCC=CC1
InChI=1S/C7H11NO/c1-2-7(3-4-7)9-6-8-5-1/h6H,1-5H2	C1CC11CCCN=CO1
InChI=1S/C7H11NO/c1-2-7(1)3-4-9-6-8-5-7/h6H,1-5H2	C1CC11CCOC=NC1
InChI=1S/C6H9NO2/c1-2-6(1)3-7-4-8-5-9-6/h4H,1-3,5H2	C1CC11CN=COCO1
InChI=1S/C8H12O/c1-2-6-9-7-8(3-1)4-5-8/h1-2H,3-7H2	C1CC11COCC=CC1
InChI=1S/C6H10N2O/c1-2-9-5-7-3-6(1)4-8-6/h5,8H,1-4H2	C1NC11CCOC=NC1
InChI=1S/C7H11NO/c1-2-4-9-6-7(3-1)5-8-7/h1-2,8H,3-6H2	C1NC11COCC=CC1
InChI=1S/C8H12O/c1-2-4-6-8(5-3-1)7-9-8/h1,3H,2,4-7H2	C1OC11CCCC=CC1
InChI=1S/C6H9NO2/c1-2-8-5-7-3-6(1)4-9-6/h5H,1-4H2	C1OC11CCOC=NC1
InChI=1S/C7H10O2/c1-2-4-8-5-7(3-1)6-9-7/h1-2H,3-6H2	C1OC11COCC=CC1
InChI=1S/C9H14/c1-2-4-6-9(5-3-1)7-8-9/h3,5H,1-2,4,6-8H2	C1CC11CCCCC=C1
InChI=1S/C7H11NO/c1-2-7(3-4-7)8-6-9-5-1/h6H,1-5H2	C1CC11CCCOC=N1
InChI=1S/C8H12O/c1-2-8(3-4-8)5-7-9-6-1/h1-2H,3-7H2	C1CC11CCOCC=C1
InChI=1S/C8H12O/c1-2-6-9-7-8(3-1)4-5-8/h1,3H,2,4-7H2	C1CC11COCCC=C1
InChI=1S/C6H9NO2/c1-2-6(1)3-8-5-9-4-7-6/h4H,1-3,5H2	C1CC11COCOC=N1
InChI=1S/C8H12O/c1-2-4-8(5-6-8)9-7-3-1/h2,4H,1,3,5-7H2	C1CC11OCCCC=C1
InChI=1S/C7H10O2/c1-2-7(3-4-7)9-6-8-5-1/h1-2H,3-6H2	C1CC11OCOCC=C1
InChI=1S/C8H13N/c1-2-4-6-8(5-3-1)7-9-8/h3,5,9H,1-2,4,6-7H2	C1NC11CCCCC=C1
InChI=1S/C7H11NO/c1-2-7(6-8-7)3-5-9-4-1/h1-2,8H,3-6H2	C1NC11CCOCC=C1
InChI=1S/C7H11NO/c1-2-4-9-6-7(3-1)5-8-7/h1,3,8H,2,4-6H2	C1NC11COCCC=C1
InChI=1S/C8H12O/c1-2-4-6-8(5-3-1)7-9-8/h3,5H,1-2,4,6-7H2	C1OC11CCCCC=C1
InChI=1S/C7H10O2/c1-2-7(6-9-7)3-5-8-4-1/h1-2H,3-6H2	C1OC11CCOCC=C1
InChI=1S/C7H10O2/c1-2-4-8-5-7(3-1)6-9-7/h1,3H,2,4-6H2	C1OC11COCCC=C1
InChI=1S/C9H16/c1-2-4-6-9(5-3-1)7-8-9/h1-8H2	C1CC11CCCCCC1
InChI=1S/C8H14O/c1-2-4-8(5-6-8)9-7-3-1/h1-7H2	C1CC11CCCCCO1
InChI=1S/C8H14O/c1-2-6-9-7-8(3-1)4-5-8/h1-7H2	C1CC11CCCCOC1
InChI=1S/C8H14O/c1-2-8(3-4-8)5-7-9-6-1/h1-7H2	C1CC11CCCOCC1
InChI=1S/C7H12O2/c1-2-7(3-4-7)9-6-8-5-1/h1-6H2	C1CC11CCCOCO1
InChI=1S/C7H12O2/c1-2-7(1)3-4-8-5-6-9-7/h1-6H2	C1CC11CCOCCO1
InChI=1S/C7H12O2/c1-2-7(1)3-4-8-6-9-5-7/h1-6H2	C1CC11CCOCOC1
InChI=1S/C7H12O2/c1-4-8-6-7(2-3-7)9-5-1/h1-6H2	C1CC11COCCCO1
InChI=1S/C7H12O2/c1-2-7(1)5-8-3-4-9-6-7/h1-6H2	C1CC11COCCOC1
InChI=1S/C7H13NO/c1-2-4-9-6-7(3-1)5-8-7/h8H,1-6H2	C1NC11CCCCOC1
InChI=1S/C6H11NO2/c1-2-8-5-9-4-6(1)3-7-6/h7H,1-5H2	C1NC11CCOCOC1
InChI=1S/C6H11NO2/c1-2-9-5-6(3-7-6)4-8-1/h7H,1-5H2	C1NC11COCCOC1
InChI=1S/C8H14O/c1-2-4-6-8(5-3-1)7-9-8/h1-7H2	C1OC11CCCCCC1
InChI=1S/C7H12O2/c1-2-4-8-5-7(3-1)6-9-7/h1-6H2	C1OC11CCCCOC1
InChI=1S/C7H12O2/c1-2-7(6-9-7)3-5-8-4-1/h1-6H2	C1OC11CCCOCC1
InChI=1S/C6H10O3/c1-2-7-5-8-3-6(1)4-9-6/h1-5H2	C1OC11CCOCOC1
InChI=1S/C6H10O3/c1-2-8-4-6(3-7-1)5-9-6/h1-5H2	C1OC11COCCOC1
InChI=1S/C9H12/c1-2-8(3-1)4-5-9-6-7-9/h8-9H,1-3,6-7H2	C1CC1C#CC1CCC1
InChI=1S/C8H10O/c1-2-7(1)3-4-8-5-6-9-8/h7-8H,1-2,5-6H2	C1CC1C#CC1CCO1
InChI=1S/C8H10O/c1-2-7(1)3-4-8-5-9-6-8/h7-8H,1-2,5-6H2	C1CC1C#CC1COC1
InChI=1S/C8H11N/c1-2-7(3-1)4-5-8-6-9-8/h7-9H,1-3,6H2	C1NC1C#CC1CCC1
InChI=1S/C7H9NO/c1(6-5-8-6)2-7-3-4-9-7/h6-8H,3-5H2	C1NC1C#CC1CCO1
InChI=1S/C7H9NO/c1(2-7-3-8-7)6-4-9-5-6/h6-8H,3-5H2	C1NC1C#CC1COC1
InChI=1S/C8H10O/c1-2-7(3-1)4-5-8-6-9-8/h7-8H,1-3,6H2	C1OC1C#CC1CCC1
InChI=1S/C7H8O2/c1(2-7-5-9-7)6-3-4-8-6/h6-7H,3-5H2	C1OC1C#CC1CCO1
InChI=1S/C7H8O2/c1(2-7-5-9-7)6-3-8-4-6/h6-7H,3-5H2	C1OC1C#CC1COC1
InChI=1S/C7H10O2/c1-2-7(1,5-3-8-5)6-4-9-6/h5-6H,1-4H2	C1OC1C1(CC1)C1CO1
InChI=1S/C9H14/c1-2-7(1)9(5-6-9)8-3-4-8/h7-8H,1-6H2	C1CC1C1(CC1)C1CC1
InChI=1S/C8H12O/c1-2-6(1)8(3-4-8)7-5-9-7/h6-7H,1-5H2	C1CC1C1(CC1)C1CO1
InChI=1S/C8H13N/c1-2-7(1)8(3-4-8)9-5-6-9/h7H,1-6H2	C1CC1C1(CC1)N1CC1
InChI=1S/C7H12N2/c1-2-5(1)7(4-9-7)6-3-8-6/h5-6,8-9H,1-4H2	C1CC1C1(CN1)C1CN1
InChI=1S/C7H11NO/c1-2-5(1)7(4-8-7)6-3-9-6/h5-6,8H,1-4H2	C1CC1C1(CN1)C1CO1
InChI=1S/C8H12O/c1-2-6(1)8(5-9-8)7-3-4-7/h6-7H,1-5H2	C1CC1C1(CO1)C1CC1
InChI=1S/C7H11NO/c1-2-5(1)7(4-9-7)6-3-8-6/h5-6,8H,1-4H2	C1CC1C1(CO1)C1CN1
InChI=1S/C7H10O2/c1-2-5(1)7(4-9-7)6-3-8-6/h5-6H,1-4H2	C1CC1C1(CO1)C1CO1
InChI=1S/C7H11NO/c1-2-7(1,6-5-9-6)8-3-4-8/h6H,1-5H2	C1OC1C1(CC1)N1CC1
InChI=1S/C6H9NO2/c1-4(8-1)6(3-7-6)5-2-9-5/h4-5,7H,1-3H2	C1OC1C1(CN1)C1CO1
InChI=1S/C6H11N3/c1-4(7-1)6(3-9-6)5-2-8-5/h4-5,7-9H,1-3H2	C1NC1C1(CN1)C1CN1
InChI=1S/C6H10N2O/c1-4(7-1)6(3-8-6)5-2-9-5/h4-5,7-8H,1-3H2	C1NC1C1(CN1)C1CO1
InChI=1S/C6H10N2O/c1-4(7-1)6(3-9-6)5-2-8-5/h4-5,7-8H,1-3H2	C1NC1C1(CO1)C1CN1
InChI=1S/C6H9NO2/c1-4(7-1)6(3-9-6)5-2-8-5/h4-5,7H,1-3H2	C1NC1C1(CO1)C1CO1
InChI=1S/C6H8O3/c1-4(7-1)6(3-9-6)5-2-8-5/h4-5H,1-3H2	C1OC1C1(CO1)C1CO1
InChI=1S/C8H9N/c1-2-3(1)8-4-5(8)7-6(4)9(7)8/h3-7H,1-2H2	C1CC1C12N3C4C3C1C24
InChI=1S/C8H9N/c1-2-3(1)8-4-5-7(8)9(5)6(4)8/h3-7H,1-2H2	C1CC1C12C3C4C1N4C23
InChI=1S/C9H10/c1-2-3(1)9-6-4-5(6)8(9)7(4)9/h3-8H,1-2H2	C1CC1C12C3C4C3C1C24
InChI=1S/C8H9N/c1-2-3(1)8-5-4-6(5)9(8)7(4)8/h3-7H,1-2H2	C1CC1C12C3C4C3N1C24
InChI=1S/C7H8N2/c1-2-8(1)7-3-4-6(7)9(4)5(3)7/h3-6H,1-2H2	C1CN1C12C3C4C1N4C23
InChI=1S/C8H9N/c1-2-9(1)8-5-3-4(5)7(8)6(3)8/h3-7H,1-2H2	C1CN1C12C3C4C3C1C24
InChI=1S/C7H8N2/c1-2(8-1)7-3-4(7)6-5(3)9(6)7/h2-6,8H,1H2	C1NC1C12C3C4C(C13)N24
InChI=1S/C7H8N2/c1-2(8-1)7-4-3-5(4)9(7)6(3)7/h2-6,8H,1H2	C1NC1C12C3C4C3N1C24
InChI=1S/C7H7NO/c1-2(9-1)7-3-4(7)6-5(3)8(6)7/h2-6H,1H2	C1OC1C12C3C4C(C13)N24
InChI=1S/C7H7NO/c1-2(9-1)7-3-4-6(7)8(4)5(3)7/h2-6H,1H2	C1OC1C12C3C4C1N4C23
InChI=1S/C8H8O/c1-2(9-1)8-5-3-4(5)7(8)6(3)8/h2-7H,1H2	C1OC1C12C3C4C3C1C24
InChI=1S/C7H7NO/c1-2(9-1)7-4-3-5(4)8(7)6(3)7/h2-6H,1H2	C1OC1C12C3C4C3N1C24
InChI=1S/C9H12/c1-2-5(1)9-6-3-7(9)8(9)4-6/h5-8H,1-4H2	C1CC1C12C3CC1CC23
InChI=1S/C8H11N/c1-2-5(1)8-6-3-7(8)9(8)4-6/h5-7H,1-4H2	C1CC1C12C3CC1CN23
InChI=1S/C8H10O/c1-2-4(1)8-5-3-6(8)9-7(5)8/h4-7H,1-3H2	C1CC1C12C3CC1OC23
InChI=1S/C8H11N/c1-2-9(1)8-5-3-6(8)7(8)4-5/h5-7H,1-4H2	C1CN1C12C3CC1CC23
InChI=1S/C7H9NO/c1-2-8(1)7-4-3-5(7)9-6(4)7/h4-6H,1-3H2	C1CN1C12C3CC1OC23
InChI=1S/C7H10N2/c1-4-3-9-6(1)7(4,9)5-2-8-5/h4-6,8H,1-3H2	C1NC1C12C3CC1CN23
InChI=1S/C7H10N2/c1-6(8-1)7-4-2-9(7)3-5(4)7/h4-6,8H,1-3H2	C1NC1C12C3CN1CC23
InChI=1S/C8H10O/c1-4-2-6-5(1)8(4,6)7-3-9-7/h4-7H,1-3H2	C1OC1C12C3CC1CC23
InChI=1S/C7H9NO/c1-4-2-8-5(1)7(4,8)6-3-9-6/h4-6H,1-3H2	C1OC1C12C3CC1CN23
InChI=1S/C7H8O2/c1-3-6-7(3,4(1)9-6)5-2-8-5/h3-6H,1-2H2	C1OC1C12C3CC1OC23
InChI=1S/C7H9NO/c1-4-5-2-8(1)7(4,5)6-3-9-6/h4-6H,1-3H2	C1OC1C12C3CN1CC23
